ts,record_id,user_authority,user,direction,collateral_before,cumulative_deposits_before,amount
2022-05-09 19:40:10-04:00,198657,5egKCqdMhLDSqwH3ajm9xww6611ViEB72hv1DevbYXm7,CT9gEhXFpXHbgXJDUqGjKy6eTLbQjDnBp6cvJsKLJm4p,DepositDirection.WITHDRAW(),5182496080,22453720000,183000000
2022-05-09 19:40:21-04:00,198658,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),3072404188,-35817000000,200000000
2022-05-09 19:40:27-04:00,198659,GNULF4HKRSqzv9sZj2zG6Xkw25h4DbC4vCs2Hh5WJJwu,8antvTAai63JDSzTDxSrQvBD4t29ojJ4V6SxwbsgTcSy,DepositDirection.WITHDRAW(),10381239841,10400000000,200000000
2022-05-09 19:40:35-04:00,198660,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),2872404188,-36017000000,200000000
2022-05-09 19:41:00-04:00,198661,GNULF4HKRSqzv9sZj2zG6Xkw25h4DbC4vCs2Hh5WJJwu,8antvTAai63JDSzTDxSrQvBD4t29ojJ4V6SxwbsgTcSy,DepositDirection.WITHDRAW(),10181239841,10200000000,200000000
2022-05-09 19:41:14-04:00,198662,D2Suy1ThFuJTHCvb46yDyBMP2cBEYhbBRmUWkr9qLto1,FimQacEtDrLbyyJgfdTJDMDjz7m3hxySf5GeQCjPUoX8,DepositDirection.WITHDRAW(),15873768283,-27244040000,5000000000
2022-05-09 19:41:24-04:00,198663,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),2672404188,-36217000000,200000000
2022-05-09 19:41:32-04:00,198664,EepiqRr24hEEGbeJJitUMTtAxA3kmAwFGMBUiVjxkk9V,D1T7Nt5gqN1g6HwtJtHbr1kVyLXqLhCSQdiS3zPBQkFP,DepositDirection.WITHDRAW(),327153223,-190324168,32589992
2022-05-09 19:41:32-04:00,198665,7camAHTnK5mb9Hpa8wyeFSvxNzAkdCMLua4ZJD3RR5tv,9AAjWCEYZH1VSw1tRzCXeTKTynPfhmjsKYuWbsCxjdPi,DepositDirection.WITHDRAW(),40826088,31257584,3542666
2022-05-09 19:41:32-04:00,198666,EryuupucmRL1882nQJDo8yTRk2rRoTUf2Dae5u751FwY,DMo9Am3QqrYEGnurnq8vQmjhQwfhZwWHCPr6VUNb4ML,DepositDirection.WITHDRAW(),921266175,558001565,243971490
2022-05-09 19:41:32-04:00,198667,HovWxyCjuVp7JBjTXQLKHGPK5D4EdjhtSrqjBXwEihCP,77nhmqSKnJBfuZbMTUPTuX1eDMpQwVvPLckpJZdNWC11,DepositDirection.WITHDRAW(),29584437,31822116,2744175
2022-05-09 19:41:32-04:00,198668,Gm1S4BPmeKJUXEyGMHYmjbvYHghgnbFXkqDdbZ4zccih,8exVLgJ2uuSTivY3CGruLgjDPrtebmQD5rpMa1sFMyL4,DepositDirection.WITHDRAW(),127834419,119770854,23216581
2022-05-09 19:41:32-04:00,198669,9kqwRQNXYvV3zjDr1icjRuZ3SQixZz18EAdecvbdeeg4,38d5S5gFXgXiy6DA6RSmmnFXacNPYm2JT95KnA8U8LqC,DepositDirection.WITHDRAW(),163073845,-2465791331,110133880
2022-05-09 19:41:32-04:00,198670,5PVprGsyAv9mUJ9yLTfChVBFirCLVWZhERR99urbur5d,9uBbUd5CvJjKzgLgruh6C1xc2aHwcBpma3Y9WWxhkJRa,DepositDirection.WITHDRAW(),19735306402,20344716052,1262763642
2022-05-09 19:41:32-04:00,198671,Amg8yBBXdVxdEzv8grBcjJ9vwWxtJBB6GB9XsWQP7YLU,HyzWVkqWG5E17ZeL9A2yEeA8ovaXkaRbtTB5Q7h7LukS,DepositDirection.WITHDRAW(),113347267,31435472,60780693
2022-05-09 19:41:32-04:00,198672,GA1UTnz9BGHf47b52btPH24ReFyfTB7QUKXi8BvfgxNA,Gv6w2dQzWA1Q6WvYJbBXe29T1YN1EcSGQrpcbRnUv8if,DepositDirection.WITHDRAW(),823703170,237121369,725283493
2022-05-09 19:41:32-04:00,198673,skynetDj29GH6o6bAqoixCpDuYtWqi1rm8ZNx1hB3vq,MHVw54qHUWfJGNyjahVFGFNWWg54PeUospTCRAYFfUj,DepositDirection.WITHDRAW(),2842512342,3585640000,2842510000
2022-05-09 19:41:33-04:00,198674,9Xiqv2sCKmE9DTMVFharjKGkaCK7Lp96Uqbp8YMXt3Yb,4xR9y7buiwF6bGeVkLMgpEw9yftPWFyBkw8E7UBe8N41,DepositDirection.WITHDRAW(),1060905928,681601512,59513463
2022-05-09 19:41:33-04:00,198675,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),2472404188,-36417000000,200000000
2022-05-09 19:41:34-04:00,198676,7hKLYg2Xwb3R8akkmcHjFer1pU9rFfcYbdtg8Zgj9az3,9FxB8iV6jRWY9nBh2tLSFZRv1kPJYGLZom47Ui4tVUii,DepositDirection.WITHDRAW(),12148552755,10948500978,1449911615
2022-05-09 19:41:34-04:00,198677,C5QshFTXo5KmfVdraDxNFhW8qs3DgMQG8oXTWkSF18Mc,ASWjkz6t9pfDj6LLpEQp1pkPa4CEWnGVzNmQ3mG3GNQ4,DepositDirection.WITHDRAW(),2563082292,-49175110000,939000000
2022-05-09 19:41:35-04:00,198678,GNULF4HKRSqzv9sZj2zG6Xkw25h4DbC4vCs2Hh5WJJwu,8antvTAai63JDSzTDxSrQvBD4t29ojJ4V6SxwbsgTcSy,DepositDirection.WITHDRAW(),9981239841,10000000000,200000000
2022-05-09 19:41:41-04:00,198679,9te4vYGNMkMu1ZCMKvfijbcXTDjQFP5gGtvkWKCTM7gn,3YNHNZ5VXntLV7YFPph4M4TJedkLBpkY2KsF5W73LZBj,DepositDirection.WITHDRAW(),5161579418,-46606530000,1050000000
2022-05-09 19:41:59-04:00,198680,DddfbMVAthg5pypSX8J7hSEa8bJkHKHfuy27U8zAvJcT,31xjnR3tefuGNsY1cGVZPdfsoKPqQbvnFoZUGcBZujQv,DepositDirection.WITHDRAW(),54398833,30166813,16910569
2022-05-09 19:42:08-04:00,198681,4SgVHYsMDJJPjZJHSbT1hL8VLQ7S2YJHzFpfYRxzBaKh,9wQ312gz2bFQEdr9QphCpsQo7fviEDEytefsecrW5fMj,DepositDirection.WITHDRAW(),5070574748,3693860000,73000000
2022-05-09 19:42:23-04:00,198682,51sWUoJVikAwJQW1aR3X5uQowdWaJnxyzBSxrBgZCyVa,HV8hjzV4tjfN4ejFpzwJAPbgbYdqcuf1tamhkKhauHUT,DepositDirection.WITHDRAW(),24616940084,108934955896,8570623106
2022-05-09 19:42:49-04:00,198683,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),2272404188,-36617000000,200000000
2022-05-09 19:43:31-04:00,198684,J6Ba1VcmEerW3Ju4e6wjiFskRnCoYKKyvLpvXgQmfUsb,3Z2vMdekRDyr8Va4hSYgvpiG25qgB9b5W7DMiAmrKXS1,DepositDirection.WITHDRAW(),392753358,-71365843,376486691
2022-05-09 19:43:31-04:00,198685,2TBc2eE1tZcL1cuiUmF5bdbpZ72D7eei8PPbQ3br973W,57Bnq24rMmCa9EzxQpiPV6qL8Yfd7wmkoEdrYZYeSCG6,DepositDirection.WITHDRAW(),11186993372,9057416721,1156887563
2022-05-09 19:43:31-04:00,198686,8dRpshxfmbci4onUpjQvMms7dbHSRuixqevpA7iv2BjR,5jhzcA4Sp9623WV2ZusHbZqFdiuSp7QvAUAHCAtSvY1j,DepositDirection.WITHDRAW(),40512916,46898261,2185119
2022-05-09 19:43:33-04:00,198687,7uM5Lq8QgEZcLtjneRg3MApoVyqoFA8Mwv64na8AzHxc,9ogNi3cYz4Ws97KMM1xaDb3brWPXLxTaQVbFPT45BTQ7,DepositDirection.DEPOSIT(),10229767066,5883890296,470566563
2022-05-09 19:43:33-04:00,198688,AcVUEdVMnQpSSV7sgCpiCHn18dCwLnqLVZhB4fr16fwJ,AsfCh8vSbhH1xuwoxcppmp3DwKb2rjw9Cbo8upfh8juT,DepositDirection.WITHDRAW(),118948210,46517257,15666073
2022-05-09 19:43:34-04:00,198689,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),2072404188,-36817000000,200000000
2022-05-09 19:43:39-04:00,198690,5VonsDqkWkpbz95Gkc9zsCFdTxAch9khU587F8deQCZs,GUcCZfDP7skAghJeKNChTvqZEnfX7bV6vgqP6q36S7ph,DepositDirection.DEPOSIT(),0,0,1383500000
2022-05-09 19:43:45-04:00,198691,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),1872404188,-37017000000,200000000
2022-05-09 19:44:16-04:00,198692,4dCEq3Vf5peA8GbsfUwXozozqDqMEpcLgs9YRNtwpoY4,5igTNp6T23mNWTHSi4Rp9pzm5NfZ31TuFa4XMSnrQEy7,DepositDirection.WITHDRAW(),141572836811,-4353089600,76200547900
2022-05-09 19:44:27-04:00,198693,C5QshFTXo5KmfVdraDxNFhW8qs3DgMQG8oXTWkSF18Mc,ASWjkz6t9pfDj6LLpEQp1pkPa4CEWnGVzNmQ3mG3GNQ4,DepositDirection.WITHDRAW(),1624082292,-50114110000,1408000000
2022-05-09 19:44:29-04:00,198694,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),1672404188,-37217000000,200000000
2022-05-09 19:45:36-04:00,198695,8CmHZ5WBZr6NXAEdRFY5ed5UZhDTwpsswAZH5nd1NvV3,6tHraLxvNrHKH2Mt3MwnLY9mtBAK3YXrASRzS9TtKFGy,DepositDirection.WITHDRAW(),1432437235,-1151249098,334892135
2022-05-09 19:45:36-04:00,198696,EoaBVXJc18kMLhamFKvuvo9u8pFN1JpS7wBTsc3tBfJj,Htn6L1uBMdtMNBUrfrWTirUEmGLe3mfuYXKebWzFiaf2,DepositDirection.WITHDRAW(),253268840,71349830,104239732
2022-05-09 19:45:54-04:00,198697,GNULF4HKRSqzv9sZj2zG6Xkw25h4DbC4vCs2Hh5WJJwu,8antvTAai63JDSzTDxSrQvBD4t29ojJ4V6SxwbsgTcSy,DepositDirection.WITHDRAW(),9781239841,9800000000,200000000
2022-05-09 19:46:11-04:00,198698,sprtBZumUnXxAvQ3zKTXgMVAf9hzcKs2PXAPDxaWANR,2jm4g3gB3c68t9ZVB9taKgLqvDrD9Hh2QbRe2ef9Rn24,DepositDirection.WITHDRAW(),712931326,-35056449998,712930000
2022-05-09 19:46:12-04:00,198699,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),1472404188,-37417000000,200000000
2022-05-09 19:46:14-04:00,198700,3nRgcsSdDx5Ryqv9zpm4i6TVCCcNU4qibq9dF7BsXyte,EyZ8BsdUuQidK5TtFTRU5LDYNpHcgKDMqJDnixGxiw4S,DepositDirection.WITHDRAW(),913394637,-539196848,246676012
2022-05-09 19:46:45-04:00,198701,9te4vYGNMkMu1ZCMKvfijbcXTDjQFP5gGtvkWKCTM7gn,3YNHNZ5VXntLV7YFPph4M4TJedkLBpkY2KsF5W73LZBj,DepositDirection.WITHDRAW(),4202555562,-47656530000,1594000000
2022-05-09 19:46:46-04:00,198702,GNULF4HKRSqzv9sZj2zG6Xkw25h4DbC4vCs2Hh5WJJwu,8antvTAai63JDSzTDxSrQvBD4t29ojJ4V6SxwbsgTcSy,DepositDirection.DEPOSIT(),9581239841,9600000000,200000000
2022-05-09 19:47:31-04:00,198703,2mH793puVseRe9hq3FRLGtESwzSsm35ZHSvJ3xxSKS3B,CZhp2M3HLMBHC8ZvR1h9UxEamNE9Hpy8dFvof4PNgNF5,DepositDirection.WITHDRAW(),2057299767,5547000000,57000000
2022-05-09 19:47:35-04:00,198704,4j1WzajY9aNAbpiWyJYGSo3nwTRNLsyy7H5Qfr7sKugo,HBCJHDxRky8SyDuZorMyJno4rXZT6AjwYEpR5meqJHYq,DepositDirection.WITHDRAW(),1174399695,737924724,107714976
2022-05-09 19:47:35-04:00,198705,HsyDnukvkQBmwe1H2HAPMTjKbyaEUq1EcEp4a82gGY7s,46Qeorsox9tUZsfmD8xbQqJ76nSzRGNXXXoKFHoSUu9H,DepositDirection.WITHDRAW(),144711827,189635812,46276333
2022-05-09 19:47:35-04:00,198706,Hgc1Ao83nnS7dagnZsr3sMC73XHocrNQcnHtDw5KxDZx,4YG5NjuxGyQUsEoZwwegBBSX84Tm7BxxQFj5Qos2KL1a,DepositDirection.WITHDRAW(),21789057219,20695799502,1097480479
2022-05-09 19:47:52-04:00,198707,43Wk9mS6z1XFiYptRNTkGsJhuFZEuEMWsW8xJzJ2EGf9,9HzrjVGu1hSdcoLnayPA15wTkiJjWqB4ZipwTE9DGP99,DepositDirection.DEPOSIT(),85790606,67000000,174000000
2022-05-09 19:47:52-04:00,198708,7qoyhrmATznidVxE316242BTzQLZY29L2miCmaMz8RiF,BNzT2pZcN6SXZuhtVuFjPECbb9vfPUm4XDHUuxPxcPy,DepositDirection.WITHDRAW(),2530362477,1295638724,374446450
2022-05-09 19:48:06-04:00,198709,FupYsDjgLJmYk5rsaj2YkpmqJkW8pFrTtknsQ64QEUPP,G2DeYwXC71faDHaQdW9gcAsrH5fveUrCGCLm2RiP4dTh,DepositDirection.WITHDRAW(),1060980017,679076272,342337034
2022-05-09 19:48:06-04:00,198710,AXWPqJv3ZkVcaczGdV4PGTKgXAjPo695nN4yT4ZKnXWD,B22oChgfstkiwag6q5gRrfEUWsrQzQtwEqSpV6sKpwrQ,DepositDirection.WITHDRAW(),4163691543,1910766390,412551541
2022-05-09 19:48:06-04:00,198711,e5CNBukZinJn8kZhFMTgfFR5fESGkVCXsvVjko8YYy5,F9YbiN2xJv6xWeuwLZCfwrpwTWf9neB8bYAxLPTTZSVd,DepositDirection.WITHDRAW(),1782480821,1671446630,343166438
2022-05-09 19:48:06-04:00,198712,FQw8uosZmPqS8D3C4BzU19KND3maGzcEiGiY9xc8gpD9,8KrjPtoXkiKK3E2g4aDdTi9bpD63xXaoabJFjWcAb2YL,DepositDirection.WITHDRAW(),3925710796,3805799586,148811668
2022-05-09 19:48:06-04:00,198713,EoaBVXJc18kMLhamFKvuvo9u8pFN1JpS7wBTsc3tBfJj,Htn6L1uBMdtMNBUrfrWTirUEmGLe3mfuYXKebWzFiaf2,DepositDirection.DEPOSIT(),149301348,-32889902,12921833
2022-05-09 19:48:06-04:00,198714,GSoK6vvj9bKN5dsdtsTa77Hd1j6hvzgwXgFniwJACqJQ,BhCTmT9KGWwnZLgtpxkDABLm4vdnNqpMiuU8SBHxHXKY,DepositDirection.WITHDRAW(),952860377,1670817861,98568038
2022-05-09 19:48:06-04:00,198715,6L9SWKz1eh3MLAKit6vPVqQu4mnJDcjFGoTqxJhBmT84,2z6spqZ8ZYTN8yamfS4CTFpW6ytPrG193DnNGvVXNb3X,DepositDirection.WITHDRAW(),1142753852,556621834,316357300
2022-05-09 19:48:06-04:00,198716,B7DgUfJTWtcEL1Z8JX7yCNTwjrZfX9wstRJ5FnMbb3uW,Bxve2Ts7q6egaxDYvRcdmXDzTqeoB5s3UdWJQiowiDHP,DepositDirection.WITHDRAW(),134149624,71115723,24624364
2022-05-09 19:48:09-04:00,198717,6pQrCpzdy97vD5zeDQPu1bCbiTcBTPfWQhAiBfW5UE1v,HQTDaNt2jFGPy5wXamqVpFhNvdDDYCgzTVpjFurkGe2L,DepositDirection.WITHDRAW(),115930484,181529217,7933675
2022-05-09 19:48:17-04:00,198718,BhnrNHwDPfbokeWKpm3wuWixGTrzCtD6Q77Bc3HcrzL1,F1CMj2srpBXknuq4ZhGcrzWxUzKEfHbx5LfB9J6XGVQw,DepositDirection.WITHDRAW(),39957130,106845374,36193157
2022-05-09 19:48:19-04:00,198719,HqTjG2TYD1XduNxJu9xkWf9cbTUZQXgodZTgQEykyvpS,Hhg7YESg8Zf4oqCTg44Sfepg37ArQ4DdtTb9XCj1JfYq,DepositDirection.WITHDRAW(),441379816146,500132000000,200000000000
2022-05-09 19:48:54-04:00,198720,MtdQ7zkmkDBJthtRRQJq5jFQgbseUpJYa91PpXqEpTK,BV2p4D5zehFD4WB8cjRJSPeefXR1LtrmBzJwvtp1V1ok,DepositDirection.WITHDRAW(),117238871214,-6090992900,34628596100
2022-05-09 19:48:58-04:00,198721,GJmom1dyridk7QkcvxYr1jUeQr6sT5yMnmQ6LJEqSq22,6tSYWuTpo57phZVwLZ4jEAod4w4dKfAwRVitjzGKXq9y,DepositDirection.WITHDRAW(),14575985178,39570250000,11651480000
2022-05-09 19:49:19-04:00,198722,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),1272404188,-37617000000,200000000
2022-05-09 19:49:23-04:00,198723,CQ4auay9rWinjqjseb7X1gds6XwbicfGKoThNm9dzATJ,2SsRMthQAkt9Sc4qVcSpe8vi4FwgjyKiFt7x1Q4n9fwJ,DepositDirection.WITHDRAW(),47495583443,-13467303000,17719995700
2022-05-09 19:49:53-04:00,198724,GJmom1dyridk7QkcvxYr1jUeQr6sT5yMnmQ6LJEqSq22,6tSYWuTpo57phZVwLZ4jEAod4w4dKfAwRVitjzGKXq9y,DepositDirection.WITHDRAW(),2924505178,27918770000,2924500000
2022-05-09 19:50:04-04:00,198725,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),1072404188,-37817000000,200000000
2022-05-09 19:50:40-04:00,198726,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),872404188,-38017000000,200000000
2022-05-09 19:50:42-04:00,198727,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),672404188,-38217000000,200000000
2022-05-09 19:50:42-04:00,198728,GNULF4HKRSqzv9sZj2zG6Xkw25h4DbC4vCs2Hh5WJJwu,8antvTAai63JDSzTDxSrQvBD4t29ojJ4V6SxwbsgTcSy,DepositDirection.WITHDRAW(),9781239841,9800000000,200000000
2022-05-09 19:51:33-04:00,198729,JACgzNzTk3jmiDwmiRzB8wKU5LXJNKZCXmznkXGjPNWH,txU6RAAgXSgTaP1Rb7VqziHMUcWZKdHcPRNWHSj3586,DepositDirection.WITHDRAW(),1457523426,1323582830,142604446
2022-05-09 19:51:41-04:00,198730,C5QshFTXo5KmfVdraDxNFhW8qs3DgMQG8oXTWkSF18Mc,ASWjkz6t9pfDj6LLpEQp1pkPa4CEWnGVzNmQ3mG3GNQ4,DepositDirection.WITHDRAW(),216082292,-51522110000,184000000
2022-05-09 19:51:45-04:00,198731,9te4vYGNMkMu1ZCMKvfijbcXTDjQFP5gGtvkWKCTM7gn,3YNHNZ5VXntLV7YFPph4M4TJedkLBpkY2KsF5W73LZBj,DepositDirection.WITHDRAW(),2608555562,-49250530000,1994000000
2022-05-09 19:51:52-04:00,198732,6zZC6rAFZ8q4vPzLEqKXcXrjYzR9T4xwM4cqxmwHBnUB,DY4DmR6XQngzca1GugghnxmgqWuWTx2zUbd6yqsQephJ,DepositDirection.WITHDRAW(),3054141822,2778000000,54000000
2022-05-09 19:51:53-04:00,198733,HovWxyCjuVp7JBjTXQLKHGPK5D4EdjhtSrqjBXwEihCP,77nhmqSKnJBfuZbMTUPTuX1eDMpQwVvPLckpJZdNWC11,DepositDirection.WITHDRAW(),26840262,29077941,3814386
2022-05-09 19:51:54-04:00,198734,HnsKX2c4zufHVYc7Uqfw44pw4HbGx7NgZ9iDvr9VdBNM,AqaNGBYDv5Sx3NjrkQpvBpiGooaCDT7ebkmxhZJMW1hV,DepositDirection.WITHDRAW(),350025706,446544106,195138614
2022-05-09 19:51:54-04:00,198735,7c8WBf71reLicqGxkXguZkTFQkhW224qYYHNEU9Ka723,4ox5eofr4v1P4LFgMFuuQGwWwUJAsgEeoCEcMHTcQjVQ,DepositDirection.WITHDRAW(),2034134412,1370278977,531788961
2022-05-09 19:51:54-04:00,198736,4M3Ky5ur5oG14Zdq7k8uh8EWL3JQFmuTp2WdAb6ed49e,GwxLR8p8EymzcKP9pp6zFwhypWhDn8obaUovgfkJXNtW,DepositDirection.WITHDRAW(),1229628904,1588984827,273340986
2022-05-09 19:51:54-04:00,198737,AYNWwimfbGDLyGLbuGEJ2MdACaaNYTKwwj5LKhzw8Kgi,CG9rB5rouXa6VV1PQ4BG2zhrj7U1vVQSTaRoWtweAtu9,DepositDirection.WITHDRAW(),40368155,32343087,1381649
2022-05-09 19:51:54-04:00,198738,6XwM295DPZZPpU9pwpF99KJf9PSvZTgnMFufsUodi2BA,2CEjSJTx9yPvwcSYMUuBATFeQhjzTwTLwWe6LXfbAgRA,DepositDirection.WITHDRAW(),24195818,18421115,12876504
2022-05-09 19:52:05-04:00,198739,2N7mKsmvGZaUt7B79WBcXb6pjc5o6nuHgoqouQE7bpwp,HMi4JY8ag5ScsJHagsBK5yLNtMZziB6Vgc8Mj7QPnjbn,DepositDirection.WITHDRAW(),11710586397,9862052776,2060890658
2022-05-09 19:52:05-04:00,198740,EE5gBpmv2tyN9pvFevyFANVxni1vew1tGUf3xEoNjhg8,8HLmiDRde3xYmp6zRigVbeXyCL5Q1zkLLuGWi3tB6fzi,DepositDirection.WITHDRAW(),929287216,-4226805671,763101964
2022-05-09 19:52:31-04:00,198741,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,DepositDirection.WITHDRAW(),21159024480,-160503000000,5000000000
2022-05-09 19:52:56-04:00,198742,6L9NE2QwAcbRwn9aga1g36ouHCaZ7HFuvoNqFR4zK3fJ,8nRvtSHRnZusLhZEJRYtrTGoenCzdcu2w4RzsshjFsPV,DepositDirection.DEPOSIT(),0,0,20000000000
2022-05-09 19:53:17-04:00,198743,DDmGzGuVK67aG3U7s85xJwt3gTiKK9S9tP43u6SSfuTM,ERwURauRuJAgpvQu6moTwDPYHNkuMHVvcF353RHJCaGg,DepositDirection.DEPOSIT(),888455665,3732970000,2393000000
2022-05-09 19:53:22-04:00,198744,75tNjQxByvxnHoe7JrPmjU9MPrGPuCdVdnCuj4LPFt86,Du9AeYixKajRuXBXSXShZ8SaHmMRcWwSC8Bix1WrMCv4,DepositDirection.DEPOSIT(),1184830641,655684743,15167157
2022-05-09 19:53:36-04:00,198745,CSm671LEjgj1CKryMgcLRBQpQY7WStFxv6VWQJZVYWxo,7hfMbAXTA8UnESNMsRwsA22JWCCcbyGD1GNFo4sZ9sTa,DepositDirection.WITHDRAW(),472404188,-38417000000,200000000
2022-05-09 19:53:46-04:00,198746,FdP6DfdJgiusLvdPdyejpWjco5H5C7TD3rH1awUGRazr,GT7snPUrMNspRihEXmCopHXfgfEUSqbPHCuT2HFW2z6D,DepositDirection.WITHDRAW(),4285536586,2971776992,803389726
2022-05-09 19:53:47-04:00,198747,5dqfymphgarpqW37W86SrtM3c66f8SS9JDFAuZjxGgJm,5o5FCGqtNoCi4NTdx539NB7yYjE68pGBj4syfwTzVpJE,DepositDirection.WITHDRAW(),131784653,77514993,97802134
2022-05-09 19:53:47-04:00,198748,8o57ytN1Yz225ESkvXjN1NAkLtgxzqWqUAB4ZNJyQ6Zq,5UaYFAcnHY8nWtwhFTRjz7ZP1CMDoM7isSpvgKt7Z2cf,DepositDirection.WITHDRAW(),292791722,199182435,66042412
2022-05-09 19:53:47-04:00,198749,xKKtpKBCRvcXRs8N6fPDf2uFawJQTbr5JJzLT1rA3So,7ne2gcRhDMSkPUbfwFnjgdF5UoaK8y1b6qC6TUG7HyrZ,DepositDirection.WITHDRAW(),30119126,36265436,1499384
2022-05-09 19:53:52-04:00,198750,5bgqGS2XYdBgADuRgnqLu8RnMYd6QUpoKCyzFwPKE6X4,7YTonjmoWtBRV5iw1kzRAEn1VHf7Dc9fTekwwQRRKytC,DepositDirection.WITHDRAW(),624236963,1389118112,596534317
2022-05-09 19:53:52-04:00,198751,Gh1xMGhWhTXbNpm1Rop4WfrhMfKYchmxDAQDrBtWQLZe,FUNQnizJK3Nb2j2Mti3ruJoq81pyWChBjHtGdx2X2c1C,DepositDirection.WITHDRAW(),13299024490,11010030616,3331977469
2022-05-09 19:53:52-04:00,198752,e5CNBukZinJn8kZhFMTgfFR5fESGkVCXsvVjko8YYy5,F9YbiN2xJv6xWeuwLZCfwrpwTWf9neB8bYAxLPTTZSVd,DepositDirection.WITHDRAW(),1439314383,1328280192,190068346
2022-05-09 19:53:52-04:00,198753,H24HLkWuPEPanDVRS2qLr5A5KbJDK3N7se8CkcW8wuPX,AVBVj1EvgK2k1YB5ghTP8MVjGCPTcurWndP3TxEZm3RG,DepositDirection.WITHDRAW(),11763972051,7442417956,1260151300
2022-05-09 19:54:21-04:00,198754,m1RM7qPwRSqhMQwWyG1WXC24iwPTsJeFD89Rs8DTvyD,72XWPCtRYEDZbddP7d6dHtUBRRDLSJsB2xZTAfefoEVZ,DepositDirection.WITHDRAW(),110354756,2000000,6000000
2022-05-09 19:55:54-04:00,198755,55NGGfnhAmbY7AFdTvXATg3aNkps5fpah9cLcdzLdqnB,7RGPAtfth5QwcacB9c5FRxanGpNJXnuzB9CmafoVMMRE,DepositDirection.WITHDRAW(),244184579,118499577,60002524
2022-05-09 19:55:54-04:00,198756,8fK7naB9Nu5PsaLqtEiABshJNRaeH8Lqa5uGv1bngnaX,DLVKkSLwQZs9gW42au5AkbCx1xpbEbstbF1zFP2xDNiP,DepositDirection.WITHDRAW(),2199448839,1664678307,694888866
2022-05-09 19:55:57-04:00,198757,4x4dKchhgkjZiHY6LctV79HtFSZeptSkm2VhPWgCVcba,9pYdYxcAZwvS67Hpvz7DQLx7op7ayQJfr3CSirJ1HE9j,DepositDirection.WITHDRAW(),2589481829,924207010,471566930
2022-05-09 19:56:10-04:00,198758,EJANpfGw4umNF16J8Zoj2z3hdEef881H1afqeroBHryZ,5F8MLG2KhuqzLmvSYeqdUQChiy9Nd6Y3vHr1oeq3DL9M,DepositDirection.WITHDRAW(),6955172208,6000000000,1000000000
2022-05-09 19:56:11-04:00,198759,GmtQX2GwT9nrujRd93VPSBG4ik5taVcpSN4RnofuBnnB,J7wtcEkmf9MDb4qETL7GQow6TdQG7xmQPpR1aTvxPbEq,DepositDirection.WITHDRAW(),1019298869,618102459,269975435
