ts,record_id,user_authority,user,market_index,funding_payment,base_asset_amount,user_last_cumulative_funding,user_last_funding_rate_ts,amm_cumulative_funding_long,amm_cumulative_funding_short
2022-05-07 10:00:41-04:00,703747,MtdQ7zkmkDBJthtRRQJq5jFQgbseUpJYa91PpXqEpTK,BV2p4D5zehFD4WB8cjRJSPeefXR1LtrmBzJwvtp1V1ok,18,12770279261020,256350000000000000,-2094534726629,1651927754,-2099516306212,-2099516306212
2022-05-07 10:00:43-04:00,703748,EJANpfGw4umNF16J8Zoj2z3hdEef881H1afqeroBHryZ,5F8MLG2KhuqzLmvSYeqdUQChiy9Nd6Y3vHr1oeq3DL9M,18,-199351166778,-4001766175902078,-2094534726629,0,-2099516306212,-2099516306212
2022-05-07 10:00:43-04:00,703749,EJANpfGw4umNF16J8Zoj2z3hdEef881H1afqeroBHryZ,5F8MLG2KhuqzLmvSYeqdUQChiy9Nd6Y3vHr1oeq3DL9M,3,-1779692996264,-900390544108704,-624096986091982,1651928408,-565297425195404,-624294643986982
2022-05-07 10:00:58-04:00,703750,7uC5hGRHsnExeNf276tA1WxVU4Zh96ezbWwnYvdxqiTv,BoRoAxK7ZUs2Xm4h6Pg45QhnrhmdibuUP6t1UhWY4wpN,18,732396491835,14702093575587950,-2094534726629,1651927754,-2099516306212,-2099516306212
2022-05-07 10:00:58-04:00,703751,HG4HSqVgapHbvtEBBs8qN9bAP2JqDBQtkGRHvkFh3jRR,9Trnjt8smuGsA3XyoiKdgY25bzdnoiCYCeZh73BzArAk,18,9188310662,184445726688118,-2094534726629,0,-2099516306212,-2099516306212
2022-05-07 10:01:17-04:00,703752,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,3,1626162834304,822715851701304,-565099767300404,0,-565297425195404,-624294643986982
2022-05-07 10:01:23-04:00,703753,GmNmPuPmwssvSR2DEkKc7EvH8NSs9q4uXoanncJV7N5v,2m4mnXGggnhSJLPrCqSXHZXgEdr1NWPh5TvxBaw9Y3tS,18,14678686202,294659273392546,-2094534726629,1651927754,-2099516306212,-2099516306212
2022-05-07 10:01:46-04:00,703754,2naCq68XrrLNeWnX68Zoe4vC63iuMQTsG9r8MgDszWyv,F7Dd3Was734y2AsrzToce5z2yZtogFkWaqGKYctvuTTf,4,24276689259,-1163046407087440,141898732845988,0,308508250843995,141900820182238
2022-05-07 10:01:49-04:00,703755,BEwQ6FADK45i2SCTCorSzTx2wv9RK1zHUonTLmZhorjH,BAqLKwe66WwHLZurEhRQTnVUiAN8SNtguApMD6L8owpv,4,68545538861,-3283876225562004,141898732845988,0,308508250843995,141900820182238
2022-05-07 10:02:01-04:00,703756,98XCyPsipexyBHSFe9CVBibVuxmoKRMpmkatEv8pmBRt,72Rbc8FxeSpsJAWzfVckeNiGzPnVzMQ4nDg3i7xM4Czq,14,-66447284196,-450010572273254,-31931181446279,0,-31945947162529,-31945947162529
2022-05-07 10:02:01-04:00,703757,98XCyPsipexyBHSFe9CVBibVuxmoKRMpmkatEv8pmBRt,72Rbc8FxeSpsJAWzfVckeNiGzPnVzMQ4nDg3i7xM4Czq,18,-101506888959,-2037644631959008,-2094534726629,0,-2099516306212,-2099516306212
2022-05-07 10:02:08-04:00,703758,bhip1a2qNErbUg5CSXgXu1GKbSYG1Xx4UyLYT9JrHKf,Heax813ASeLfPqkyJ28M4A1SiAUgRNDnAHRCfdvyVjLq,7,-596966302321,4429654368739739,314901049419514,0,314914526008264,312464381443789
2022-05-07 10:02:08-04:00,703759,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,4,236120072000,-11312028524417300,141898732845988,1651928410,308508250843995,141900820182238
2022-05-07 10:02:08-04:00,703760,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,16,897990941355,-3289413540662667,18344432720754,0,18371732144504,18371732144504
2022-05-07 10:02:08-04:00,703761,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,3,3119521989859,1578243049618582,-565099767300404,0,-565297425195404,-624294643986982
2022-05-07 10:02:08-04:00,703762,9Q1mhzyzkKsJNdrAZqYxJ26nvsZQT2xCdewXQU7yHPP2,8ftcyvmfRqFZwMSh7q5hDqkWyUkJNx816FCRshjkcQne,16,-845925335977,3098693011707516,18344432720754,0,18371732144504,18371732144504
2022-05-07 10:02:08-04:00,703763,HeM17Bi93TR8DrjEsdwnqL9Px97sZq21jUeX6s3U51RL,En6uXi44azqoQRf9aHCUL8JHTAj9MyUxfjPdbfhePVzY,14,-756834381443,-5125619161507749,-31931181446279,1651928424,-31945947162529,-31945947162529
2022-05-07 10:02:16-04:00,703764,Dc8y7RW1H4UDgJKGrLEMkjs1z67iqey3HFb35Yj7AEp8,EUYJa4Hq4nPVm8tWe1topbuJJ4EX2uzn6z7q31vEGaWx,4,5606585167,-268600000000000,141898732845988,1651928410,308508250843995,141900820182238
2022-05-07 10:02:16-04:00,703765,Dc8y7RW1H4UDgJKGrLEMkjs1z67iqey3HFb35Yj7AEp8,EUYJa4Hq4nPVm8tWe1topbuJJ4EX2uzn6z7q31vEGaWx,3,-242526237165,-122700000000000,-624096986091982,1651928408,-565297425195404,-624294643986982
2022-05-07 10:02:17-04:00,703766,BbjJgdGNyEZ3xfCCZVMQwKwpjA4AxPC9fAuAxdqiH7CG,88WGF4Y4GF1VYpv8zRJZdxmmSAwrqAZrdbo7KnAD4dU9,14,-14765716250,-100000000000000,-31931181446279,0,-31945947162529,-31945947162529
2022-05-07 10:02:17-04:00,703767,BbjJgdGNyEZ3xfCCZVMQwKwpjA4AxPC9fAuAxdqiH7CG,88WGF4Y4GF1VYpv8zRJZdxmmSAwrqAZrdbo7KnAD4dU9,10,537324811501,-124483999999600000,4157731078834,1651928401,4158162720500,4158162720500
2022-05-07 10:02:20-04:00,703768,88SMpjGHBnVm3NWWAC1SLMwEhnBSVdzUzum2xmsL7bKM,9m4cufwZy4cW8htcubR5BmMbzrS8yxoGD9UGFw1tvABQ,16,18742883255776,-68656699230790849,18344432720754,1651928409,18371732144504,18371732144504
2022-05-07 10:02:20-04:00,703769,69CoQ6V6BKqvJJuciTK7P6NrJLowTF97XNYSnTnzLw6n,ASXkXexhSQoxANeNJ1Y8Gu9Gr4xjVWq7qEycDzRiVtZH,3,3570862372588,1806587271704160,-565099767300404,1651928408,-565297425195404,-624294643986982
2022-05-07 10:02:20-04:00,703770,AAw935winL5j5mVyWqSYiGkue52S9BHpRPwX7DUhQxyr,8vGetf9yx8CiWrM1NmCTPGyLvbwZSDz9ah3dti5hXmNV,0,-34740315483,-68761839960360,559812187789372,0,1631191375018515,559761665122289
2022-05-07 10:02:20-04:00,703771,9ikWQfHTW1bmPjo4AYdkkHv1oTkyVcwnTRgXKUeFuwUx,8uZ9n9kekfcpwnA6b6hMs2TWF7R9RCLQWvJFqFDAUP3z,3,219358952284,110979099663253,-565099767300404,0,-565297425195404,-624294643986982
2022-05-07 10:02:21-04:00,703772,4dCEq3Vf5peA8GbsfUwXozozqDqMEpcLgs9YRNtwpoY4,5igTNp6T23mNWTHSi4Rp9pzm5NfZ31TuFa4XMSnrQEy7,0,-8440923034890,-16707199999999997,559812187789372,1651928411,1631191375018515,559761665122289
2022-05-07 10:02:21-04:00,703773,4dCEq3Vf5peA8GbsfUwXozozqDqMEpcLgs9YRNtwpoY4,5igTNp6T23mNWTHSi4Rp9pzm5NfZ31TuFa4XMSnrQEy7,4,434540179977,-20817929070000000,141898732845988,1651928410,308508250843995,141900820182238
2022-05-07 10:02:21-04:00,703774,4dCEq3Vf5peA8GbsfUwXozozqDqMEpcLgs9YRNtwpoY4,5igTNp6T23mNWTHSi4Rp9pzm5NfZ31TuFa4XMSnrQEy7,3,-28475049326297,-14406229170000000,-624096986091982,1651928408,-565297425195404,-624294643986982
2022-05-07 10:02:21-04:00,703775,4dCEq3Vf5peA8GbsfUwXozozqDqMEpcLgs9YRNtwpoY4,5igTNp6T23mNWTHSi4Rp9pzm5NfZ31TuFa4XMSnrQEy7,9,50380277763750,-1520700000000000000,2507882857704,1651928407,2511195823954,2511195823954
2022-05-07 10:02:21-04:00,703776,BMPm8JhA2TTzxuEJcN95aTafeH9cMH2bCt5wsK79vhnQ,9tiGWEtmN6eeoyAykjYXhz5MZHvDvqtPmX9tGeZLYv2A,19,-148860623533,-17314987099967918,-65500428334,0,-66360149584,-66360149584
2022-05-07 10:02:21-04:00,703777,D2Suy1ThFuJTHCvb46yDyBMP2cBEYhbBRmUWkr9qLto1,FimQacEtDrLbyyJgfdTJDMDjz7m3hxySf5GeQCjPUoX8,7,566016972487,-4200001817871034,312450904855039,1651928635,314914526008264,312464381443789
2022-05-07 10:02:21-04:00,703778,D2Suy1ThFuJTHCvb46yDyBMP2cBEYhbBRmUWkr9qLto1,FimQacEtDrLbyyJgfdTJDMDjz7m3hxySf5GeQCjPUoX8,20,861444870085,-45000603751146350,-75389380410,0,-73475084160,-73475084160
2022-05-07 10:02:21-04:00,703779,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,0,-5963370979899,-11803357431829541,559812187789372,1651928411,1631191375018515,559761665122289
2022-05-07 10:02:21-04:00,703780,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,3,-24974396854590,-12635162817346989,-624096986091982,1651928408,-565297425195404,-624294643986982
2022-05-07 10:02:21-04:00,703781,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,7,7624404053279,-56575177848914787,312450904855039,1651928635,314914526008264,312464381443789
2022-05-07 10:02:21-04:00,703782,DxBxsyajUQtCHa6BcmCVUVzXDS5apTc6Y7R7ZXG1QPsn,GQvmSXnsNyum3P3tkAAqgWqqUMgMQzHvrAiqMUxK721o,7,-1849409,13723126307,314901049419514,1651928635,314914526008264,312464381443789
2022-05-07 10:02:21-04:00,703783,DxBxsyajUQtCHa6BcmCVUVzXDS5apTc6Y7R7ZXG1QPsn,GQvmSXnsNyum3P3tkAAqgWqqUMgMQzHvrAiqMUxK721o,9,156847250241,-4734344946667142,2507882857704,1651928407,2511195823954,2511195823954
2022-05-07 10:02:23-04:00,703784,FgxTXM14VNSQAP42SUsikZedphCcvvjZXNKgneXtDnXW,9J7RrTQY7jjtdbF8xfraYtbjJvRk8D2x3ADVu3NyBWWd,10,737953225760,-170964316906461742,4157731078834,1651928401,4158162720500,4158162720500
2022-05-07 10:02:24-04:00,703785,5Vg4VfDpJn1HbhJaxkn88Di5jk7rHkJoxbATEeWmi8pc,v9DZs9sNnbthA1DGrUQG8sFZyrs6F1qRvLq32KfeW1L,18,-546765480706,-10975745174736077,-2094534726629,1651927754,-2099516306212,-2099516306212
2022-05-07 10:02:24-04:00,703786,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,4,832240,-39870929666,141898732845988,1651928410,308508250843995,141900820182238
2022-05-07 10:02:24-04:00,703787,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,7,9627316843516,-71437342357996492,312450904855039,1651928635,314914526008264,312464381443789
2022-05-07 10:02:24-04:00,703788,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,16,-47828482,175199605741,18344432720754,1651928409,18371732144504,18371732144504
2022-05-07 10:02:24-04:00,703789,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,0,-26941835395005,-53326233452294100,559812187789372,1651928411,1631191375018515,559761665122289
2022-05-07 10:02:24-04:00,703790,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,3,-1131331104290,-572368285259031,-624096986091982,1651928408,-565297425195404,-624294643986982
2022-05-07 10:02:24-04:00,703791,6kM7NSkRNryVeT3AS7vMoK9Ukm41CxBNSFV2AcRvB66H,CWKEFuW4MXUk8BYRrCF3acHnkyFmeMV4tnfq5L142fgw,20,1000251608105,-52251662098058921,-75389380410,1651928412,-73475084160,-73475084160
2022-05-07 10:02:29-04:00,703792,HG3rXZF6smtaeTk8ScjFA83aa1anTG3tU3SSoogeEH44,DWFFqhVYEvu3jVq8iBKtBZh9YjAYAs13Jnvf2DxdJXF,0,-1276001057465,-2525601143283525,559812187789372,0,1631191375018515,559761665122289
2022-05-07 10:02:30-04:00,703793,K1MnQj3TvP9LDEQuVj1mtVALd3jDZf9TDftytJ1TrUK,4RZB1NYzLiXSmUCpMzw5ttLohMQoMpyygdTq1pG6A5L1,3,2287294881843,1157198846948668,-565099767300404,0,-565297425195404,-624294643986982
2022-05-07 10:02:30-04:00,703794,K1MnQj3TvP9LDEQuVj1mtVALd3jDZf9TDftytJ1TrUK,4RZB1NYzLiXSmUCpMzw5ttLohMQoMpyygdTq1pG6A5L1,18,-45662985791,-916636681823101,-2094534726629,1651927754,-2099516306212,-2099516306212
2022-05-07 10:02:30-04:00,703795,GcPc6QsvaMqpX96Ckzoxt324PdFh6RRq1Bu97t4XkTcM,i5kFEo8sRX36GHyCTzybH3wfsArPb5tYQs1Jg72LNe9,7,-659176427696,4891270631791886,314901049419514,1651928635,314914526008264,312464381443789
2022-05-07 10:02:32-04:00,703796,B6kjyqPBcgKR7yeBFnyvXeCuBuQFerxeXSB1FvcCQpCQ,3JT76hZJgxsvD7MTAfeFVeTDVTpRYpWJ44Gat6kJMmCg,3,154114308811,77970226694526,-565099767300404,0,-565297425195404,-624294643986982
2022-05-07 10:02:32-04:00,703797,2Z3pe3zjhGTRH1a833hgoFSXp7JLCzuSm6fq6hmYTbFp,AeCfUa63p74NT4kTYHyhT46516tGCEd54vwtcRGnayRT,7,310253458613,-2302166107234766,312450904855039,0,314914526008264,312464381443789
2022-05-07 10:02:32-04:00,703798,2Z3pe3zjhGTRH1a833hgoFSXp7JLCzuSm6fq6hmYTbFp,AeCfUa63p74NT4kTYHyhT46516tGCEd54vwtcRGnayRT,10,-242689284699,56224712259169080,4157731078834,0,4158162720500,4158162720500
2022-05-07 10:02:32-04:00,703799,2Z3pe3zjhGTRH1a833hgoFSXp7JLCzuSm6fq6hmYTbFp,AeCfUa63p74NT4kTYHyhT46516tGCEd54vwtcRGnayRT,9,1737844557676,-52455848521741504,2507882857704,0,2511195823954,2511195823954
2022-05-07 10:02:41-04:00,703800,DdQA413UwavKhjo2cTWJeMvZEzzWRevAsD39hdCYr6nF,FWbcWmVSAMguQWCvfujs752LA8rw1ardSiEUWrhoRycN,7,137623107589508,-81499999975280988,312295518735039,1651917643,314914526008264,312464381443789
2022-05-07 10:02:41-04:00,703801,DdQA413UwavKhjo2cTWJeMvZEzzWRevAsD39hdCYr6nF,FWbcWmVSAMguQWCvfujs752LA8rw1ardSiEUWrhoRycN,3,111668340437250,15000000000000000,-564552969592489,1651917616,-565297425195404,-624294643986982
2022-05-07 10:02:41-04:00,703802,DdQA413UwavKhjo2cTWJeMvZEzzWRevAsD39hdCYr6nF,FWbcWmVSAMguQWCvfujs752LA8rw1ardSiEUWrhoRycN,5,347302776944784,-6150516076025288,1867382557828004,1651918016,3502578636063051,1873029283609253
2022-05-07 10:02:41-04:00,703803,DdQA413UwavKhjo2cTWJeMvZEzzWRevAsD39hdCYr6nF,FWbcWmVSAMguQWCvfujs752LA8rw1ardSiEUWrhoRycN,0,-39168443123010,-25290638402388231,559916538409787,1651917648,1631191375018515,559761665122289
2022-05-07 10:02:41-04:00,703804,DdQA413UwavKhjo2cTWJeMvZEzzWRevAsD39hdCYr6nF,FWbcWmVSAMguQWCvfujs752LA8rw1ardSiEUWrhoRycN,6,164345029627045,-1515218142621031617,13626058516913,1651917616,15852111056674,13636904811912
2022-05-07 10:02:43-04:00,703805,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,10,7489736,-1735174694001,4157731078834,1651928401,4158162720500,4158162720500
2022-05-07 10:02:43-04:00,703806,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,9,12641687264876,-381582132473488329,2507882857704,1651928407,2511195823954,2511195823954
2022-05-07 10:02:43-04:00,703807,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,16,1232279073955,-4513938042210538,18344432720754,1651928409,18371732144504,18371732144504
2022-05-07 10:02:48-04:00,703808,4CwxH6JqYbZAXYEH9rcn1DddoMxdArNQt4vkynwvBrej,HXS9ewmRcpKZ9GCATcLYVyruCkMihcGjFdeGuycbNy2z,0,-48977205515327,-96941053081910422,559812187789372,1651928411,1631191375018515,559761665122289
2022-05-07 10:02:51-04:00,703809,GSpimVsdtkiN8TApRK8Htp95ubYhAnHKG2UorhWqdBA9,3ZAwVGtk88qN4vgrfkPUsfcM37fnck8VJzK2fC2hEejd,9,8822827522503,-266312025439543851,2507882857704,1651928407,2511195823954,2511195823954
2022-05-07 10:02:54-04:00,703810,AMzKNWptbAWy2JRaNTYW8rrAircKcdsi2r2QJZfei9Cv,2kSmBprCAD4WpiFs4ngNszX5PyHFREjqLH7vVzgUjNm4,10,261686158377,-60625787311736575,4157731078834,1651928401,4158162720500,4158162720500
2022-05-07 10:02:57-04:00,703811,CQ4auay9rWinjqjseb7X1gds6XwbicfGKoThNm9dzATJ,2SsRMthQAkt9Sc4qVcSpe8vi4FwgjyKiFt7x1Q4n9fwJ,10,-4762561488006,1103360000470000000,4157731078834,1651928401,4158162720500,4158162720500
2022-05-07 10:03:02-04:00,703812,LovffUMZGTniMyci8dJ9N1HhPem1kdTJFtQn8AykWyZ,2ne6tu3DkhkmhjtiEmL1quLRFsvXSnbW6cU2i8wdJjmw,3,-1360686623805,-688404894631527,-624096986091982,0,-565297425195404,-624294643986982
2022-05-07 10:03:06-04:00,703813,88SMpjGHBnVm3NWWAC1SLMwEhnBSVdzUzum2xmsL7bKM,9m4cufwZy4cW8htcubR5BmMbzrS8yxoGD9UGFw1tvABQ,15,-4252101258597,-5686591353753675443,173839484486,1651928524,173764710320,173764710320
2022-05-07 10:03:06-04:00,703814,MtdQ7zkmkDBJthtRRQJq5jFQgbseUpJYa91PpXqEpTK,BV2p4D5zehFD4WB8cjRJSPeefXR1LtrmBzJwvtp1V1ok,7,11189908124077,-83032200000000000,312450904855039,1651928635,314914526008264,312464381443789
2022-05-07 10:03:36-04:00,703815,9PXbLdyXKuU831N9rFCDHNbmv6cMJiSjFdbZcaoX4rRt,7NhqHa3odHgW67kTGbKwdqKkS9fZ3hm7XhfXWYqfYyq4,6,2713066268415,-104663851526620328,13636904811912,1651928667,15854703227924,13639496983162
2022-05-07 10:03:43-04:00,703816,eAXzwwppBRTsEa7YWMBRhgrDHZ1NgBY6HTGYnn8L5NH,77zyuGe7LXmWxJANxsxwxfidJKaAxfQTmVXogwDcUFav,8,-2852150947085,4077573683413430,191205541605969,1651928401,191275488863052,110828373262457
2022-05-07 10:03:49-04:00,703817,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,8,47571573287178,-68010634399473052,110758426005374,1651928401,191275488863052,110828373262457
2022-05-07 10:03:49-04:00,703818,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,6,24021576214945,-926697115977401206,13636904811912,1651928667,15854703227924,13639496983162
2022-05-07 10:03:55-04:00,703819,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,9,34552894656362,-1042959452314439138,2507882857704,1651928407,2511195823954,2511195823954
2022-05-07 10:03:55-04:00,703820,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,10,-3550897252601,822649325193053959,4157731078834,1651928401,4158162720500,4158162720500
2022-05-07 10:03:55-04:00,703821,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,4,301569076550,-14447556140048720,141898732845988,1651928410,308508250843995,141900820182238
2022-05-07 10:03:55-04:00,703822,MtdQ7zkmkDBJthtRRQJq5jFQgbseUpJYa91PpXqEpTK,BV2p4D5zehFD4WB8cjRJSPeefXR1LtrmBzJwvtp1V1ok,6,19570115286125,-754970000000000000,13636904811912,1651928667,15854703227924,13639496983162
2022-05-07 10:04:03-04:00,703823,4dCEq3Vf5peA8GbsfUwXozozqDqMEpcLgs9YRNtwpoY4,5igTNp6T23mNWTHSi4Rp9pzm5NfZ31TuFa4XMSnrQEy7,5,132817286503739,-3206707820000000,1873029283609253,1651927444,3506720494129301,1877171141675503
2022-05-07 10:05:11-04:00,703824,DLVDxzLX7u7tj6Z2CXCx72KL273jQQMQCocWyFgRCTHb,9K6nAryvFBza9hMVVqG7wz2DBFGnxySdpMzeEFPu5QpP,15,-41472430873,-55463581999062866,173839484486,1651928524,173764710320,173764710320
2022-05-07 10:05:11-04:00,703825,ApJe8mDi3REoFMrsJLZJVAGfVbBK1iBhki4HRZZQkW9,E2EXhQ5J2yo4A199Di1yjTaXUvKefLXjjySyrkmq66gJ,5,22899624459572,-552882887179796,1873029283609253,1651927444,3506720494129301,1877171141675503
2022-05-07 10:05:11-04:00,703826,BbjJgdGNyEZ3xfCCZVMQwKwpjA4AxPC9fAuAxdqiH7CG,88WGF4Y4GF1VYpv8zRJZdxmmSAwrqAZrdbo7KnAD4dU9,15,-38433921324,-51400000000000000,173839484486,1651928524,173764710320,173764710320
2022-05-07 10:05:11-04:00,703827,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,15,-60290283,-80629830718246,173839484486,0,173764710320,173764710320
2022-05-07 10:05:13-04:00,703828,88SMpjGHBnVm3NWWAC1SLMwEhnBSVdzUzum2xmsL7bKM,9m4cufwZy4cW8htcubR5BmMbzrS8yxoGD9UGFw1tvABQ,17,1192238298286,-410157852613074689,1497086594064,1651928649,1497377271980,1497377271980
2022-05-07 10:05:13-04:00,703829,3Qf3FKZYQHA3oPexL1Auk6qadHJhr8rwkXRaFPYXLVpq,9znhwzMn4UryAo42Kdf5pmq8jvg5RLx67jWAh43WxV6C,15,198765104384,265820556774043487,173839484486,1651928524,173764710320,173764710320
2022-05-07 10:05:16-04:00,703830,s3gfRLuY3wKpMdu48hRCAhHb7mR8ZWpJXVVvnLz2Uvf,3Sks66EgY1VUGZHzPRNv54vDEUk83sMosCqLRYr3feSw,17,-55209976548,18993522902845220,1497086594064,1651928649,1497377271980,1497377271980
2022-05-07 10:05:24-04:00,703831,378AUvZHMiHhGjkggpVvM6maVCdV2yEAjNjbBeZ9uYMG,Hxh6FvAbk8jZ2U6KW8DhjB7QXCzsPdXFARBesjpNmjNu,4,29145330501,-1396293026635237,141898732845988,1651928410,308508250843995,141900820182238
2022-05-07 10:05:24-04:00,703832,378AUvZHMiHhGjkggpVvM6maVCdV2yEAjNjbBeZ9uYMG,Hxh6FvAbk8jZ2U6KW8DhjB7QXCzsPdXFARBesjpNmjNu,7,-327561997996,2430600236254329,314901049419514,1651928635,314914526008264,312464381443789
2022-05-07 10:05:37-04:00,703833,6fRoREZ5FYGSG2871b2HUEnodd6vNgMtBNpMKHSC9LtE,GT6EJhY2BbRJ9tCAWUZkWrqA2o8hGiBGroSZU4SMhLJT,6,15391016175218,-593749976017905076,13636904811912,1651928667,15854703227924,13639496983162
2022-05-07 10:05:39-04:00,703834,GVPB8gGWPqPridyUmDwXwZpvh87NFCoDTBqPftYsAdR4,GxqY3zjKxShYfrRbfcZXfeQzktcG2TFzuAwQEb4TJHgz,16,-3181693873410,11654802323111195,18344432720754,1651928409,18371732144504,18371732144504
2022-05-07 10:05:43-04:00,703835,DXDp22hiScSnR6V7nCrtMSoiKHQ88drcHpCKsdhqC8Ea,7DJ6MYKt9UatmY1v8nYCjsEyPNaiKqbpeaAaB7WjViJH,0,900966856628,1783292349051999,1631241897685598,1651928411,1631191375018515,559761665122289
2022-05-07 10:05:43-04:00,703836,DXDp22hiScSnR6V7nCrtMSoiKHQ88drcHpCKsdhqC8Ea,7DJ6MYKt9UatmY1v8nYCjsEyPNaiKqbpeaAaB7WjViJH,3,361274912159,182777881025169,-565099767300404,1651928408,-565297425195404,-624294643986982
2022-05-07 10:05:43-04:00,703837,DXDp22hiScSnR6V7nCrtMSoiKHQ88drcHpCKsdhqC8Ea,7DJ6MYKt9UatmY1v8nYCjsEyPNaiKqbpeaAaB7WjViJH,4,-4202748144,201345046575827,308506163507745,1651928410,308508250843995,141900820182238
2022-05-07 10:05:44-04:00,703838,DxBxsyajUQtCHa6BcmCVUVzXDS5apTc6Y7R7ZXG1QPsn,GQvmSXnsNyum3P3tkAAqgWqqUMgMQzHvrAiqMUxK721o,5,-150215403,3626763679,3502578636063051,1651927444,3506720494129301,1877171141675503
2022-05-07 10:05:44-04:00,703839,DxBxsyajUQtCHa6BcmCVUVzXDS5apTc6Y7R7ZXG1QPsn,GQvmSXnsNyum3P3tkAAqgWqqUMgMQzHvrAiqMUxK721o,6,74758760,-2884020910769,13636904811912,1651928667,15854703227924,13639496983162
2022-05-07 10:05:44-04:00,703840,DxBxsyajUQtCHa6BcmCVUVzXDS5apTc6Y7R7ZXG1QPsn,GQvmSXnsNyum3P3tkAAqgWqqUMgMQzHvrAiqMUxK721o,8,15864323248673,-22680407939154690,110758426005374,1651928401,191275488863052,110828373262457
2022-05-07 10:05:48-04:00,703841,MtdQ7zkmkDBJthtRRQJq5jFQgbseUpJYa91PpXqEpTK,BV2p4D5zehFD4WB8cjRJSPeefXR1LtrmBzJwvtp1V1ok,17,1293080709326,-444850000000000000,1497086594064,1651928649,1497377271980,1497377271980
2022-05-07 10:06:29-04:00,703842,98XCyPsipexyBHSFe9CVBibVuxmoKRMpmkatEv8pmBRt,72Rbc8FxeSpsJAWzfVckeNiGzPnVzMQ4nDg3i7xM4Czq,15,60059566638,80321279195387168,173839484486,1651928524,173764710320,173764710320
2022-05-07 10:06:29-04:00,703843,98XCyPsipexyBHSFe9CVBibVuxmoKRMpmkatEv8pmBRt,72Rbc8FxeSpsJAWzfVckeNiGzPnVzMQ4nDg3i7xM4Czq,16,-167073964454,612005462037747,18344432720754,0,18371732144504,18371732144504
