,user_position_pubkey,user_authority,position_index,market_index,quote_asset_amount,base_asset_amount,last_cumulative_funding_rate,entry_price
1233,5r9AjZUs5nYFm8Pb5mQMDk2NXm6pRqYB8Hz7VNXa94zH,B18C3v9DzMHJNMYLv7UTRUnBkv2ydR3vJ1VaYd7e1ydN,,,,,,
1234,5DjAUp6CxKStYTaXSnzjvYkfqCXfG8Y61bWw5UwbbE3q,2YcB3QQGWho5oogDd1nK3cpLQzwwwXGxybrhe2xDkDxq,,,,,,
1235,6nLyhujpAp1u4ekbm2UUkz2Fp3K8EJupeRdJL9SPcsZ2,AUQJPB7R1b3N81wWc7hMKteYU6scCg7YVMSSXWhVt2bh,,,,,,
1236,4CtceAfgo7se9MKqu8ZiRdJoRp6dYJ41veDAN4riUME4,58S1uzVGW6wYkfevm89WLcBkQKi6fReASjo1Jd2i5rJH,,,,,,
1237,A8bqbK4naWabnW8o8QMtEMDFRkxff33TT24hgeCk6krz,DysAeniniBRK62SsJDe7qXmgJtLYfFKTvy2tyvQqrK8i,0.0,0.0,3.0,0.0135316182871,-3.2856151357955,221.70297272277983
1238,7jECfD6cc5wTfASJprmv3oTrJZv38XVf9xdgtXaERfku,EKXnRc666RajjC3ikCpQrQYDNXbLFQaNj6aHWa5WSRe4,,,,,,
1239,5cgjQPT3heKW9FzvSicpc2hMWDcFfAXGXwbgmZDsFuzs,DsmDseXD8o19Aheb7yCknKoqkLzM23HSyeRtssAzorpN,0.0,0.0,22.5,-0.0939146616,-5.08689622093509,239.57920538362455
1240,Ga9gAqmkuHbqrr31sUFPqa1xa5WNxLWJWGPUaMxQqLdj,9KD2AifD5wFD4QkHYuawXbJgLWHrfj2QPF3fT8jhGVA5,0.0,2.0,2.56,0.0005640372709,229.16828222316457,4538.707160105153
1241,FeLRbV3AvCroBxRuAMa9dCPHFX1UJ2X8LUr4TiBAceg7,HeK87siEu1QzAHWV9qN7QmBK3PWqbvGs7AaJmXqveMLg,,,,,,
1242,6HC5bpoCPDXfGFr9USBL4oyRistkJYbHZ6NatBjtaGS2,AkRTsxpyVettUNiehWayHXYqKnq4zxUMFN5ZRF6nRxP7,0.0,1.0,3430.63,-0.0741650995228,3103.987453281236,46256.66279791546
1243,F85fqcBUdYpMtChzhsZ6SwSMSv5P1fr82ZxYVJxPv93q,6CVfysHeubmEQLb5kiktoumG8CsqQiBNQ3AVt6RyX39x,,,,,,
1244,4Anc5D3QwRK17SiP3gjmU5iVSV3wCcDQg4DSuL97ZZZT,6ipKkgHXKbGYswQEn8BvpHR3hx1ZBr8zbqJEHYXANhN3,,,,,,
1245,3PLBMLHZmFE8ufzRuGFRwsDfxFuBMeyC4UijfKLVsneW,FdQccRnyQx7G4NM8mdkdbGQB4e5Qu6pTmjBu1Jiz9rNG,,,,,,
1246,7ti6WWBYuwbDzfeEkNrFw185kkpnxSvt8ncuXfAynkDm,AXtbw1HtL9Q3zDRQtU8PjKNCjGoMtexGQScdW4uNVeLA,,,,,,
1247,5UWb6PQZ3CrE3yEMA1YFeg9vBwRyDVqsK3WWkRoQETrE,3hFK11k9cFfWQzKRPyWnzsX1hsrHwSJLJhTjrHRd9RXM,0.0,0.0,30.0,0.1636051002158,1.56899839072864,183.3683666366703
1248,FMpNVhnL8HEh1dhjFLH162G6LkL4k9jBbnUByPpp7eUK,CQ1wqH12ZgBGThZXWMCBnjgMxCV8QKttZffjrwvHm6fG,,,,,,
1249,2GPqG6GkGrWiP6kgYCRin9kt4KkGJVBZPYUoSnqszcHg,9HFfSXd4hMmRb8c7axTSa2nrEzFAMGQiDDp5xGCBxZSk,,,,,,
1250,7AhA8gTUr7FbsW5cbh5yqq9TrcUT8mPfP5iMrK9hnsYL,F19yrXZTZQF8ZkAX5WVM5Q71Edgb8meQLwt9Dq3JDsYA,0.0,1.0,521.35,-0.0103078096655,1231.4874235120171,50578.15548777025
1251,7AhA8gTUr7FbsW5cbh5yqq9TrcUT8mPfP5iMrK9hnsYL,F19yrXZTZQF8ZkAX5WVM5Q71Edgb8meQLwt9Dq3JDsYA,1.0,2.0,260.71,0.0591840084347,38.45043459182059,4405.075068337951
1252,2WnaFmFiWPudCFoEC8SRXFnuiqKCK5BjZQQ2ywbs6NiA,EFK3hF23YNryJbu8TjZwGoqBXjyDx17jjCpECU1XwBCJ,,,,,,
1253,CtnQJHUwkeDGsCjJAZAaky31K22o4FUmBfC2mzSib59a,EsaHesewuGo47azzjj4Aq6dPpRdTkwcjVwfCpvfA9cbE,,,,,,
1254,BEEFUqVSnaYm78fhnAayjkYYhMjvqWwSiLbgVYAyKmvU,8NAMBG8529gZGEdD3pMiC7Tk9CSS953S5f4AfKnvWNcq,,,,,,
1255,9gnFjFqhFKLRTAtwpLk6tmekZkD3EjyxU5Q2FUYWmpCh,AVBtZxkLDJx9LWQRfkSUrrpcTnKGvHP7tPtxQ5rd2xYe,,,,,,
1256,9xbCxvSexHcYTgtrW1gFcSNh18Q1qVAR4GoC4yFsPCi8,GoCq8fAaFuvMrJ74MMHqhVb8RWZngrfXmhpVKcyS6M28,,,,,,
1257,Ec9G16py1ggr8xyUjZGXgB24hBq4TXWhU1p9Ma7A8pqy,3W6RAtqnxP7ujZJEc39AEJDsBg5jJxVcQVSwnPJRFGvf,,,,,,
1258,J7kfsTVSrbh8A1pChPCb6Ggd2PBrchAXBTeyoQFUs2sm,F1soxhJkD3Rhopsk9pXpkJf3AYJhMAcqQdRdzH8VgKFd,,,,,,
1259,9ZYFPGmaPRHJqSPiRKVbp7HBjFUSGmTrbFVgVQMHBeDv,FgmsvvzPbikBafMRcG4HUKaSgdRT8wC4Fj2GxXnUvBRZ,,,,,,
1260,8DYdD73cQgw21P1QmiCAQWYrU5yG5K72yKjokzDLNcs8,6eNfcSNvCuHs81L6nJcWHZjuc1ZUimLKHrhMh4LFsPi7,,,,,,
1261,85KFwC2UUx1k527F1d8WWenvTqy9rmF5enoV7BrtLDRU,6wzHE2J3mbrxx845erde2R4jKA7t2SyfumD3A8L1hY8c,,,,,,
1262,EgZEdULJ7441PzkwvVdtM1U2A3uFARVykgDgKzTqnVbi,BCc7Czy5VLepnooVnzPTkHceWBiWoWRirQWKVcjiJmNJ,0.0,1.0,100.15,0.0020452617147,1775.2839219200284,48966.838463844244
1263,68786EWzKdrUn7L78exABs8f164f6UVD72Ju2hm2M8mr,CfbZkBfMKrGwUCxKxocvHLQgwx92fmJ2nLbLGGFtxC47,0.0,2.0,2016.76,0.4953615835394,203.55264672696475,4071.2886647165506
1264,68786EWzKdrUn7L78exABs8f164f6UVD72Ju2hm2M8mr,CfbZkBfMKrGwUCxKxocvHLQgwx92fmJ2nLbLGGFtxC47,1.0,1.0,1001.88,-0.0197547957087,3106.3061463652193,50715.7864233834
1265,EM6UB3pukLizC4Zs6YouaP1dTN9VqToBPzB95YtoDToe,CwzgeQPFg19QXL1nhKhBT1C69rAYYrkgHfcRExyTLDUz,,,,,,
1266,4137TfTDDzK71KN2ZzJaoRPJDQDKQewSPdmZfKrxdVPD,A2ZUT3A9EjtCkzcZveEvWF3pPwNVqdXkHK3fsNRAg8VX,0.0,0.0,136.13,0.8070542477213,4.692114266703,168.67515459383316
1267,CGVSiXYKaYnHRmNvbLoQ85CbqG8iDGPzyoync53VirSb,8uZ9EM545Buh1rZrgzsGWML7gzd74jqgfnLqUmohAp8C,,,,,,
1268,AQ7LnBT8bzHk6F8YYaVUSDQWf4Jiog2utUMXy1537r96,xnPjAG9VJEvV26CqS5XVzLeDYYcv1iUXKmTavQTyJ8g,,,,,,
1269,5FtirUBjRAZ3k5arFFVwKz42ixWzhkEBLkaK9PraRZ78,2bikYf33ZxxDmvkMNjWDGGqEpbYJPvWv5At3hzyeLEQK,0.0,0.0,0.31,0.0018485738665,4.54673664157803,167.6968422078469
1270,9DtWdqNbRDPJdJ7ytc9gobK188PpQX1jyw4FWvLHB9zX,4sddeh7jt7Vpo9YQQJhi98KTHpV8aFGJ4Mdf7ek4QzhV,,,,,,
1271,2pjmZ2dWNS5qj4CKio9VV9s5UMrJ4BetUC6wfZaptT7s,EHNqwEN5MY8CdTCkR5bJcgxwaTrG9ZCVn3twaTxYMHzK,,,,,,
1272,8vZS5W89RgpVUaZ9LFNaSnFKrt9qnZvjR2J7eFdHNY18,72a81fNJKXKRhoNQbQ9sAj3uxDdd86FELNbiVoajvRs5,0.0,0.0,3.0,0.0175128796797,0.15021376053721,171.30249592689435
1273,3CsADJDbXFhUZmqzLRiz6xeqUQ1kTdTusLG2d64ydWbq,FwqJirxh4Lpx3vmPzvdbvvoE46sYWe8H18m7hZ2e94x2,0.0,2.0,50.0,0.0155657344196,226.5502091224854,3212.1838039997133
1274,2TzrfxzQxJ6Qcof9yexhB9NFWZciyusdQzgvVSepEafZ,H516pmwjngstZYyPWp429NcSMM3YLLDFd8dV7k6qcGJ7,0.0,1.0,2094.25,-0.0497459005531,3277.4473613344026,42098.946379803616
1275,9Um9M3yiuKbuRrzthxcEE9yWEVTs9hSUA3xiHmRP897B,CmfVPKmDzuApW6dvtx2bkZenyis5vz4oyiEeGh2Vqnog,,,,,,
1276,LPbxS2m582mP2GBRnwPQC1Mb2wUBhZTrGqv3PbN4zNv,3egPv3xgAqJdU46bi3awqrKKd6tVFFdsjktjAToEcFNh,,,,,,
1277,2wAKEgG9n9Tn2qocuQd9oQT9oCFLxuU8jwpYTaPrATZu,2cG3ZQ6QXXS29kejmLFph4iSbyzG832GvXr33SR23zpM,,,,,,
1278,FnZZQovx2yQhQ4Wo25FQPdnCb69wkq9rCMp3mP7LpuZL,4tqGWjDVieicTkQ2bhrDHEeYyLVVHSasPHT9Mh8M2dLe,0.0,2.0,2011.37,0.4932610705771,203.82933369179807,4077.6986467769693
1279,FnZZQovx2yQhQ4Wo25FQPdnCb69wkq9rCMp3mP7LpuZL,4tqGWjDVieicTkQ2bhrDHEeYyLVVHSasPHT9Mh8M2dLe,1.0,1.0,1002.88,-0.0198386749971,3105.04065310484,50551.76316697562
1280,Fydw3c4ijRp3BwEGUBkKbcaUMpCG1cVyX5jpmrFdmFrg,HEXR2uYVXst4quxWpzzQMLofj7ciEMmWWGceEeLyeq6G,,,,,,
1281,HYGgENz4ubh2vCr96aEbBnozrzoHL1X4pFWQ6EVJz7tJ,CDGFNcDy8VAEqkLNioQnt6E2YfyZTxNnpE9pyAHEcLY7,,,,,,
1282,99VszqahQgnrbMrnmL1NzGb745tU25XnDwYqSL8KP5Fe,BTB9DRg6352UmiU2U591tcRy7wZbGc2DyawkYLRzVwdB,,,,,,
1283,9JiMtjm5AJqngosRg787FiN8NyuBPuAPD2jYpRQkAc1d,Dqnxcekm1QfxGQ2FSJ6SjFiwmaQRWEjW9WTJQG4AjEpE,0.0,0.0,13.8,0.0769426834266,1.30385329745373,179.3542853644376
1284,9TTVVe4aTCx1hvVsV2idzbsojffQicriPaNF5zkdLLi4,J9g2uJ4domRD1wK7Ymkt8bmLSNKQrYfEvunhrw4idgP4,0.0,0.0,30.0,0.1636096019692,1.58400306994947,183.36332121660922
1285,DSQ9Mk8A9oQZKtaK61iu2nZF9eYQN1cBUjdaMeeVswK5,2rivGZnpVaJHcQB9DddiRSU4TWZfPBV9VkHmbfWe8kvP,,,,,,
1286,3xr9kLm2EGYRAtAiAVZ2aTeRDU8dGBfWwQR1M6xSnrVU,EWy47Ux2f6vSxGq84kckctSQ8tQnAso8rBmcaaWhmtiy,,,,,,
1287,HPVyc7WBHiDSa9jz7dK4pFMZ6fWAgd8kaz5A1ZZDnuDf,9wwPXdZs7M4vpdcfsyPB1CtW7URm8AVdLgvjcH7fLjCj,,,,,,
1288,CMpF9oC7bctfL1drVesMiyqp6EJecMmXUA7587s1PVJB,5DWrv35zino7zoq1mPoF4KHjsrJ8GrNePGtF8MgRBGMf,,,,,,
1289,2XvwZXNsrPWx4EfPvhTP933bzCC3SJHDQ8xARfrXdVY9,GH6Q9E1jZPTTp46aDd57UNZPNS2D6PBSwyLL3EHSjGn2,0.0,0.0,58.6,0.2490777502151,4.54673664157803,235.26790309208218
1290,JDXx4rsWsXsAFC4fPwab4qEwts3Ugbfoc23zgWxt6ViV,D4qhTBaSZvnvGorrMxb5e9mYNfRtnHrrMLd5D2rt2yFh,,,,,,
1291,HNPFnLu7r5fDYUWDBEndBxAFuJJLPVYuYBLqDJ7Lj1rS,9p9rmv9zqGVhT5ZaZaaQH8qkTCbCwR7AEGWZj1G2YTkP,,,,,,
1292,8yW6WApAuN43brF1HioTLdyxvQTQJzt875E26QqrWWFk,FFoYoBmkfEsCWVXQf3BhKeaFMZD3YVKvfhPWkXdnCZS9,0.0,0.0,1.52,0.0093871251718,4.46826546653221,161.9239087773384
1293,4tqckMQtMqH8HWddVMvpv4WKNmjMWzXsok5XvAnD9uqu,eShztSfsnPfqEJeCgj57qSWoG2LpBa4G6Kbn5qY9Xxu,,,,,,
1294,BusFGTiDrJmxzwGUxWz9b3SFF3eseqtgh2DRHqyAwyVe,Ar5QB4VBcUyzSCG23z2QNAbrWY55NbHCr1MNN6P2GAmh,0.0,0.0,1.15,0.0063306436089,4.51441124917387,181.6560955008209
1295,h9387Mz3Cqah3T7HYPcqNTUWMcgWFcandnRq39q4tQ6,A6Cur29RyzTvrRqbcjzyLUzAKAmFSe74yc4W9YeM2zqt,,,,,,
1296,E1d8VsrQCppz8eUaQ3bsuAmBZM4ahHXCyQNHM2CME4pJ,2n4QvPeBsFjnyAyCkHXvhuhUbvcP8MjbCF1PV5AUxg9Y,,,,,,
1297,CDXai2Sr5251sUFfQuWzFF4M5CuC1FPKXZgpX8crJD2f,8mjXAFut55cNrRmF2z8rtD9QoCanxJCCjqhsmkxKcrgH,,,,,,
1298,79v3pBtmk1FWVSvNUqZhj2NXZjUANyqCLg2KFuRTPhHc,HArLFqJPRm7yMBATrJ4kBoz9Yx6qf6JfVouTdVKybsPA,,,,,,
1299,G5qK1r3zkAQCYWC4BQmSdNTv7tNf5B8kxbVf5cS2tW76,FTWvNbCp331xjZbuFjxwZaduXSMv6nNesApzydgheeWn,,,,,,
1300,7JH2jNHV1trebQmwV5VzQD6RafpFkPV3DprTtjfjR8vL,DGGZ29rFWJLMJrCG3sYXnDHitGrTcKG7446FWtQzZXiF,,,,,,
1301,DFxgRysx8dBMV6Jbi4fY1SSigwqsHQaWKGsaocB49Fi9,EdUsNQssZsBDEtFUK5NwZoySkXEa2DKFvjXeLD3TcGKP,0.0,0.0,371.2,-2.0350178446323,-5.00690859451464,182.4062629126826
1302,EydLZExqHKifrY6ukLsU4ZpQEMcQGx4BHfkrqm3Ngvdu,HP5W6YxLGaRrpU7dfuL1gfXJrWExdyX6MTAXynHdKvFe,,,,,,
1303,FdgLHKQsfeqCbLraRXHh1i8c6UeKN9d9sDfrtmTHN517,Kc7v71CFgYo7RRAVDx6xmVFNcTktkDhubGPmQCAvkZW,,,,,,
1304,G1eYCdvbXuD8Zs8Zq899skGXbxnuekNhgALVj5Q96vBn,FKe4xwXeWqQFXjpapNS5AozFyeywWCH8J5f1sL1yyGVD,0.0,0.0,0.5,0.0025980671051,-1.86685361159989,192.45076426952218
1305,mR1fxSNP4bX9GyzRS1UFLpHg31UAXwB8Du7dydCa7VR,J5ttoY9YjAuVvggkCeps9sX7ivUWoqps5DzxjfgqddxT,,,,,,
1306,5PQxQe33Ev3ccSSz5nkYQPT4pQkRahsabW6ZBdweiDej,2bDGhdyJinepuaGtS3y4pdWdjZ8gFdEM4MvrFKWecmG6,,,,,,
1307,3oeQ4g3d4HuUNatdDnPGFdkJcWcH19DZqSP5J5gwBqz4,8BXh51FocHgoASsm7xnofWnXybiDMT2SENSHkGmZ6sfr,,,,,,
1308,6Xpp8P5sBDFSPbMNCEJrzpPrTvkhw83sphoRhn3aNavJ,85Y6fXT57uMWHKwa26BMS1CXE52ko7M7XtynyTRcfKJr,,,,,,
1309,CL7Jkwe3NK4qaAVK2QjuftXnQ5YLqDT9qYeeEi7kJXrV,84SgzR8J6DeqPJ1uXphP1BHMotYGKh3kS4owMMj9x58x,0.0,0.0,68596.87,359.4261630423543,1.04962344760374,190.8510761135567
1310,6FnowLCXJDt7iFU2yZvTsNSJcu2e3cmMg3eVNqFUFHsC,6YAtVYN1yFuAg3EXPdXhU3Ae4H5N7SKnqJJss5Ryeq9q,,,,,,
1311,ENUM4NrFTgng3pvkhwWGVjBCTwPrEQqy8RugkdF5SFHe,6v1RazbyypXLb2gfF1z5DHgwg2wBtMx52pf1vvvRcAg3,,,,,,
1312,A6uTW7JQT3pBLpAAEF9bds6WF6Xsiocipe31mMbuVNJt,4PDncScU13WtixEGtFD9b7ifcT435uUTHccco5nM44dF,0.0,0.0,35.0,0.2032479600906,1.67898165857448,172.20345032933352
1313,GgE1FeiUHCCSsKZiHYcUmqB1okfKfGZUQjdSqm762n53,7gC85AKnw3PXPyHesAuuQmQyuZUPXLg8MjQ1o1Rs46HV,,,,,,
1314,GVhtnssv6ymFZg5pbnE8ncwRqanCqw59HmzpsifE3Pp8,5inWN1iNiufPb6cTRjmRohQBjaya9L7vwse4R72H1gng,,,,,,
1315,DQPHnL2qHuyBoAKkHzD94u7NYU3zF9cG6Cp6mJ7QyU59,F2X4t4fSSzhvaQxSF7J5PPoDFXBDWdexXyzDihN2YVFC,0.0,5.0,60.75,0.1185034122495,-5.35002623657866,512.6434660977985
1316,Bv7CqstSM42zUn2rEoLNrQ2UedwgrLi9nK4Qr9VFtozU,BmAU1cLsax96r7Kdiqn5FxD5PLAUumPcmAzYeKhkunAA,,,,,,
1317,FwcM6VySHrAs8AZvbfyu5c7iQXYhxKuwJv4fsGdTRk7p,9RHywwguv9yVRsNUYtrgccrYREsFjMZnhk3uYQMVGA5m,0.0,2.0,64657.99,-18.0593569878371,229.16828222316457,3580.3041073692093
1318,3nCM5LUEhaoc1YuRPPwJNY54YmsYUwAxmt6dGm6ScJaa,9yt2Sz9bVYyz3A5gjqyjzyWYhtNDGHDFasfxJZUSUZ4W,,,,,,
1319,4X5XRRga5YXvfioMoBLzw8yHhSHkRZhmeZ5diaZ8nbsH,54gJUjGa5gqehuKPaBEvJ1Ec2vCFh4B35cvtMFLigESU,0.0,1.0,6471.78,-0.1500041398147,3256.9059452962047,43144.00927864114
1320,4X5XRRga5YXvfioMoBLzw8yHhSHkRZhmeZ5diaZ8nbsH,54gJUjGa5gqehuKPaBEvJ1Ec2vCFh4B35cvtMFLigESU,1.0,2.0,9359.44,-2.5000595121974,224.42335123462712,3743.6868819869105
1321,4X5XRRga5YXvfioMoBLzw8yHhSHkRZhmeZ5diaZ8nbsH,54gJUjGa5gqehuKPaBEvJ1Ec2vCFh4B35cvtMFLigESU,2.0,0.0,7296.06,-45.0065510268771,-1.64710689835287,162.1110668009847
1322,GfqhGC9dNszd5BWz6QhXhzKiAmCQD35g6Pp315pic6bP,7qK3RYJkTXeaGe8SKrSNMZF6wTYwLb7CyETiWEuUD7E7,,,,,,
1323,DYTpFmZ4yXVghKwkaovgCdpv3jfWkjtXRzxsZjKJfXNN,ioPHEVyheRnHYomVS7PmP6Coyhjk6LCs7hMD5Mq9Ngv,0.0,0.0,0.02,0.000128033328,1.23517233891622,156.2093269964833
1324,33QZgMwmW32WuvmxD8XNbmF9ea88bLe3YTtNwHV73Wwu,AUH6YGBV8tDVX1E1WTo92Mubfx1DGsqfGeyUBqxo4fSr,0.0,2.0,461.98,0.1210602554266,229.16828222316457,3816.1161842261513
1325,AhoqUKQD8CdCmnDjHxn2AiCDpYZuM1E32cnfQbJokDjo,5mCuFjVa3KnLT2pQfmQuVNGVMa8SV1EoEGwNsaGvL3Z9,,,,,,
1326,GesYpvtCNVqC2bmrCwHysgVq2Z61KkXp788zEk2rduW7,8tH4e7JMJ9Myt1KbbTm7bKkqsPZbQtkGNgKYyhYpfpJD,,,,,,
1327,2p7eJSPma5rLmweJdV8u8JKLpuGPTBA4vxsNWmbyKSir,XPucQa5eu9i1LWQjWBZzT1k6akMhJoB92g2UpAkaKvP,,,,,,
1328,dFAuXnwTkdqmfMZxVteZkCUSRhpgYdKjEJ5iy7Q1w1V,8cRmNQdhPLLnNnpidcGZjQsJfgTwhWhErfSfwoVG6JNU,,,,,,
1329,EqE4jAdvToi7QtQH7c3G36opN3dCwsT9LiyVLTLYZPgw,e4ZESB8fcGSbDD8vsH2PFJY7JvrDvctDvZCuetKW6YV,0.0,1.0,8.2,0.0001693162418,4104.325351437098,48430.08510480652
1330,Ch96asjjfGkeHbBwLJUR1V4wptEgtGBQiD59AnHf4Mds,5NLsrr2NCehxB6SY5GLLnGLCwPvoJWvv9Jq9RNAXJ5V7,,,,,,
1331,D6g73bxXBZyYsSxGZ382hG4uaZz7w7nmY5FW2g7yFeX4,F47wxzDvg7fGV9d1sKKX66KwnLDWdJUjNafVDcVXpc39,,,,,,
1332,4MFWeFS3SveFa1WT37nwrx2QuEtjKW7tdbYHniHX9mSH,CX9wD9Fd1qgTtp7bqCK9nBZ86ouYGAVUAbhiwUzu7hop,,,,,,
1333,Bn3CcWSdoDLVhB1mHk1PwkgWQtyy68ntmYXMDMw2koNA,ARKLEgdLvVPQjNi7D9ueip5bCHwyQ5pzDVC8bvruyydZ,0.0,0.0,20.0,0.1016026891462,-1.45932825612498,196.84518360750505
1334,5H84LsHKXZzgqS1Ro62ZJ4ewAJXg7rLfYvMyL7uVQCbe,2WN3BG1HnJnidQyaQp2xCqxsDynGTDCAqxzunqgpBVZb,,,,,,
1335,8uC7xGyoU7ehLASjLfydcaWysDg37eL4YVKvFgqkkaH,xpasi6uWiYb87XKNzeYL4UPVH17CR39JSxZ5PiDsK9e,,,,,,
1336,8zaFxEDNaV7Cg5JeTBW4CWLXXyoerqrtmYhxBXTWJfiG,DuKu9XL8D3D1znG2L9xBL847dm1eTFpU4xEMRqo2eeaj,0.0,0.0,28.79,-0.1686532233473,-2.55176385796522,170.7053054107009
1337,BYSYw6j6jb8dbcaGNnDcVPYzxau1CxxKmkpJg6rCAgcg,HxCCKMbiesxXfayJ9smDWKUmWvaHCMRxqwBrWapYCLGc,,,,,,
1338,8cnBYvj1i29WtebyQs4D4QkBgXnmdMdF4Rf6FEJJuCgy,9bUKZRqvBNyknyVPyeBf1Y3Yj8XryZ5RkJUAASLMSPU2,0.0,0.0,30.0,0.1623643086703,1.56899839072864,184.76967164574674
1339,7h1ibS1kQjmSJY1UAwUykyyEaaAjWAJAr9JeY9Eexa7V,GF9snBdhmGhb6o9w6Ttw3saUD3PdFktGt8TALwBEdFEo,,,,,,
1340,BNp3ALvs7fpSakxtjmXWuErfTAWmTzUdVsqjw1CGCqCq,8538fJpQLgh9BuCDzagELdFu414t9XoE7HHTEdFAdLVA,,,,,,
1341,C75Kami1sSnsG6gGDqhBWp8WSDYzgfzwqchKVrbXHoRd,BuhEYpvrWV1y18jZoY8Hgfyf2pj3nqYXvmPefvBVzk41,,,,,,
1342,EumsEaE7TosiG9TCbzHgs1XeScnpgXPztsmTqu8nJbGv,89xwmvzJHQbQPhXHVkZKmP7MVrKHqS2WAx1ajzPVgoXA,,,,,,
1343,7bURzP7mTzt1WJSEYre47kBjuKdJ7bhzSsSRS6BmXU2,A35nBHobqPEjsiLtBJERNdxXbYwX2tMHJitHwumQpNTH,,,,,,
1344,73waeG1jzF2m4fQwK3tZXpokUReDnRg3U4Uvbg5LN8DZ,DUSK6scmpDc7dhNygfNifB3EYR6SA5mhsDEDr68dRs7X,,,,,,
1345,7XHwif2WZW9wkBTJa28vZtSNYCwgRxNWg8JW4cxTfMNm,Cc4tBCDq2Riq1qMCC18DpMG5mgoQzqgomyCdBNmwCn7x,,,,,,
1346,2QJk8iVJEy2QZmbFHnR7RBJsi7NpXWFFkEmweWtKKHfE,A3E9T7xYkPeNiWKdvhNTYiD5j7k2Xecpe318eFqVro4m,0.0,0.0,265.99,1.3898239116614,-1.59429853800827,191.38395718205388
1347,53uFhqZRSvpG3XYE2cSt3MeJaJcrxWj29MGEHCBSMVPh,7baimKMqczSV66wAsdHrvNvKtWBZvUtjGo3aDzLTRqTx,,,,,,
1348,8CiiP2TEUtZiiB3tc1fCPYoB4F4LwfSThTXvQks8PNnk,3RL5btX6ru2VZ2G31xHYBVzHZxxLoocFNe6CZtaR7LPJ,,,,,,
1349,DxB53pCxVhAtviRxBmy5i5AaNiHC6i1wksQF6H3zg61b,Zm7KuSiFoNEU9p8trSkDcnx59RcTsx9MamSGxVHc17x,0.0,0.0,0.0,-2.1655628e-06,-4.78492471543974,0.0
1350,5KSe2GzZUDTV9Bpedr97MWHeNdFPZE4gvUYar9E4jb9f,GGpDNSyjVkEWMR75L1GsWXAYJj5XWZnj9HDErgTGzrwx,0.0,0.0,8.2,0.0399999209273,-0.2686515206791,205.00040524838857
1351,69tb4RgwPorQ1hmzGzVSMPp4puMPvELbnLkdwnxet7kd,5aRS6qUEwogAG8Lh4CGKZeyD8TCCVh4Tb8V7QcqmberK,0.0,2.0,2009.74,0.4946453718571,203.28172074150228,4062.991618529894
1352,69tb4RgwPorQ1hmzGzVSMPp4puMPvELbnLkdwnxet7kd,5aRS6qUEwogAG8Lh4CGKZeyD8TCCVh4Tb8V7QcqmberK,1.0,1.0,1002.88,-0.0198042072841,3106.483065919803,50639.744656943265
1353,85G3onCctvkW9gKYNrkJqCF3xWacEMG51k9XaYuxpGK8,GnJbXVCeptdXZMpnGeU4diqgQZGDjg1DP2Cqtp1CPpo2,,,,,,
1354,6mhh5DdARLaUQwJc3u25nN8N9UZ7ELs7chcT1d8Jj2Uy,J9byePfQRKDpVSBgcJxL4SH7JHp5BsErdtzHtRACJAQ,,,,,,
1355,3V5PPDgvRvJavgoqa9XiMbTV7uTZJMVk7qj1WUEm4TyV,BLxMBTS3ockRSrJF27hG3H9HXJd24NSjsrtXBVNtMtqh,,,,,,
1356,HDerGv3BLJBznpnPuZ5nVxtGUZMfUBbVDaaJoqMX8Tj7,6zXTnbGsf8TLMkDZXyAiwEYHcSUHmhCMtUUqHP2aAzJk,,,,,,
1357,aypkDKsp9uqAB4F6mwvm5LofpsrFBuZT2MMWtE2eHdB,EmGW2aAG69ssWqCtbfDocRaM2u3TJsczn2HHP9jdmRvD,0.0,0.0,1.5,0.0081468565587,4.54673664157803,184.12009456557266
1358,DHaEUpjx1LAdipHhsDyPrHNa2Bp1AF24JbtksVq9K1Vd,2FGNwLuKgZZrogTBaQJAoW5Hrid4khZfXhw1WJRSGjkF,0.0,0.0,254.87,1.6565441445872,4.31841515356973,153.85644918235002
1359,Fw2CEkkxrYVYhrrdcLx2B67WdPLWAc2omXkcmQFAeZm9,5MeuzADE92DmH8w1HYcT6UPZ3nTJ8CbFF7zi2chtGFgQ,,,,,,
1360,C4wBG3xTDkmDQneB28xYnf1aBNEeq7UB8oR7NuEfLkFg,ES1MDwRUa3hoToPKQiiZkzMYe9PDVnAQwMrEvZrzvnc1,0.0,0.0,58.66,0.3472965838283,4.54673664157803,168.90462714427656
1361,3CumPjJHcvtVcMZgPtTn3FiYAkSPuhMHrkND8ERsono5,EvXF2fwHPWw4Kkz9GfJe9q5vN4syV327oNNFtR5L9B6L,,,,,,
1362,HXC9yZaEVrhMAqqnfyPDegQuNXmZuZC23CSuLq6brYCK,8axd43vjid6mfvcsqgUiKCrmPwJqXWcmfej6DbKHaUX,,,,,,
1363,9gPk7qTRb5JHqBXRKp3uZfhA2VjQAJDQHTzYXGLUdAUC,CxePQ6ZEn2NCLYgGegSeFX1PyBuczP9j5v131VQSPh1c,0.0,0.0,13.76,0.0786337853591,1.31266477827455,174.98839636374706
1364,Yc7q9iW14d1NA4dRYaUeZoYMXKqWkEFHKDfZgVVqz6k,GwoWhsung8fsrHTHKrnwRjUhXFgak9XudTwudxUWNXTG,,,,,,
